name,id,rating,price,stock,image,details,genre
Cravings: Recipes for What You Want to Eat,469,3,20.5,5,http://books.toscrape.com/../media/cache/ae/5c/ae5ca435fb095e374d2c2aa9f7b6f380.jpg,http://books.toscrape.com/catalogue/../cravings-recipes-for-what-you-want-to-eat_589/index.html,Food and Drink
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",470,4,12.34,5,http://books.toscrape.com/../media/cache/d4/53/d453cfb6c08dbf76d200ffa858bc9979.jpg,http://books.toscrape.com/catalogue/../the-moosewood-cookbook-recipes-from-moosewood-restaurant-ithaca-new-york_574/index.html,Food and Drink
32 Yolks,471,2,53.63,5,http://books.toscrape.com/../media/cache/1d/1f/1d1fbd89f0290275b9166877663ee9f5.jpg,http://books.toscrape.com/catalogue/../32-yolks_510/index.html,Food and Drink
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",472,5,11.38,5,http://books.toscrape.com/../media/cache/e6/b6/e6b66353f9325518994dd8b564290fd7.jpg,http://books.toscrape.com/catalogue/../naturally-lean-125-nourishing-gluten-free-plant-based-recipes-all-under-300-calories_479/index.html,Food and Drink
Redeeming Love,473,5,20.47,5,http://books.toscrape.com/../media/cache/21/21/2121ba78e26194d92c334fde3850f840.jpg,http://books.toscrape.com/catalogue/../redeeming-love_826/index.html,Christian Fiction
Close to You,474,4,49.46,5,http://books.toscrape.com/../media/cache/fa/f6/faf6d69a42f477e1da80a71f05a4dc25.jpg,http://books.toscrape.com/catalogue/../close-to-you_798/index.html,Christian Fiction
Shadows of the Past (Logan Point #1),475,5,39.67,5,http://books.toscrape.com/../media/cache/93/e0/93e0ec623673a8f83598c9aa7b6c94ec.jpg,http://books.toscrape.com/catalogue/../shadows-of-the-past-logan-point-1_541/index.html,Christian Fiction
Like Never Before (Walker Family #2),476,2,28.77,5,http://books.toscrape.com/../media/cache/17/e2/17e264d978942f73b859fa1c1d2cf827.jpg,http://books.toscrape.com/catalogue/../like-never-before-walker-family-2_476/index.html,Christian Fiction
Counted With the Stars (Out from Egypt #1),477,5,17.97,5,http://books.toscrape.com/../media/cache/32/2c/322c1f6cce6d5a69a7d2321779195a0c.jpg,http://books.toscrape.com/catalogue/../counted-with-the-stars-out-from-egypt-1_463/index.html,Christian Fiction
If I Run (If I Run #1),478,4,49.97,5,http://books.toscrape.com/../media/cache/c3/d0/c3d0f2fb5cacbca64639a679b962e1b9.jpg,http://books.toscrape.com/catalogue/../if-i-run-if-i-run-1_174/index.html,Christian Fiction
The Dirty Little Secrets of Getting Your Dream Job,479,4,33.34,5,http://books.toscrape.com/../media/cache/92/27/92274a95b7c251fea59a2b8a78275ab4.jpg,http://books.toscrape.com/catalogue/../the-dirty-little-secrets-of-getting-your-dream-job_994/index.html,Business
The Third Wave: An Entrepreneur’s Vision of the Future,480,5,12.61,5,http://books.toscrape.com/../media/cache/d0/77/d077a30042df6b916bfc8d257345c69e.jpg,http://books.toscrape.com/catalogue/../the-third-wave-an-entrepreneurs-vision-of-the-future_862/index.html,Business
The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,481,3,27.55,5,http://books.toscrape.com/../media/cache/82/93/82939ca78da0b724f16ec814849514fd.jpg,http://books.toscrape.com/catalogue/../the-10-entrepreneur-live-your-startup-dream-without-quitting-your-day-job_836/index.html,Business
Shoe Dog: A Memoir by the Creator of NIKE,482,2,23.99,5,http://books.toscrape.com/../media/cache/19/aa/19aa1184a3565b1dae6092146018e109.jpg,http://books.toscrape.com/catalogue/../shoe-dog-a-memoir-by-the-creator-of-nike_831/index.html,Business
Made to Stick: Why Some Ideas Survive and Others Die,483,5,38.85,5,http://books.toscrape.com/../media/cache/e2/2e/e22e4a82d97f9f0689d5295a98f5dcff.jpg,http://books.toscrape.com/catalogue/../made-to-stick-why-some-ideas-survive-and-others-die_715/index.html,Business
Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,484,1,43.14,5,http://books.toscrape.com/../media/cache/2d/fd/2dfdc52bcdbd82dee50372bc46c83e15.jpg,http://books.toscrape.com/catalogue/../quench-your-own-thirst-business-lessons-learned-over-a-beer-or-two_629/index.html,Business
The Art of Startup Fundraising,485,3,21.0,5,http://books.toscrape.com/../media/cache/b3/7b/b37be83183f1dcb759d92bda8f8998a4.jpg,http://books.toscrape.com/catalogue/../the-art-of-startup-fundraising_606/index.html,Business
Born for This: How to Find the Work You Were Meant to Do,486,5,21.59,5,http://books.toscrape.com/../media/cache/aa/67/aa677a97ecdcbbde7471f1c90ed0cf6f.jpg,http://books.toscrape.com/catalogue/../born-for-this-how-to-find-the-work-you-were-meant-to-do_588/index.html,Business
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,487,1,36.91,5,http://books.toscrape.com/../media/cache/11/2c/112c55a6bcd401c3bd603f5ddb2e6b82.jpg,http://books.toscrape.com/catalogue/../the-e-myth-revisited-why-most-small-businesses-dont-work-and-what-to-do-about-it_545/index.html,Business
"Rich Dad, Poor Dad",488,1,51.74,5,http://books.toscrape.com/../media/cache/18/f4/18f45d31e3892fee589e23f15d759ee3.jpg,http://books.toscrape.com/catalogue/../rich-dad-poor-dad_483/index.html,Business
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,489,3,33.92,5,http://books.toscrape.com/../media/cache/39/f1/39f167dff90d7f84f5c8dc5e05d4051b.jpg,http://books.toscrape.com/catalogue/../the-lean-startup-how-todays-entrepreneurs-use-continuous-innovation-to-create-radically-successful-businesses_260/index.html,Business
Rework,490,2,44.88,5,http://books.toscrape.com/../media/cache/54/10/5410a58193e2373c04b3021ade78a82b.jpg,http://books.toscrape.com/catalogue/../rework_212/index.html,Business
Louisa: The Extraordinary Life of Mrs. Adams,491,2,16.85,5,http://books.toscrape.com/../media/cache/6f/d9/6fd92e5143cbd5bb8bcf034e5f007dde.jpg,http://books.toscrape.com/catalogue/../louisa-the-extraordinary-life-of-mrs-adams_818/index.html,Biography
"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",492,2,21.15,5,http://books.toscrape.com/../media/cache/8b/c4/8bc43a6b42d0283ab4bf611f1b497126.jpg,http://books.toscrape.com/catalogue/../setting-the-world-on-fire-the-brief-astonishing-life-of-st-catherine-of-siena_603/index.html,Biography
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,493,1,39.55,5,http://books.toscrape.com/../media/cache/cc/a4/cca4e6a4cd5c207e7ce7d992ff464c3b.jpg,http://books.toscrape.com/catalogue/../the-faith-of-christopher-hitchens-the-restless-soul-of-the-worlds-most-notorious-atheist_495/index.html,Biography
Benjamin Franklin: An American Life,494,3,48.19,5,http://books.toscrape.com/../media/cache/25/f8/25f869fa75340fca0fc2a68e8a0412a1.jpg,http://books.toscrape.com/catalogue/../benjamin-franklin-an-american-life_460/index.html,Biography
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),495,3,42.57,5,http://books.toscrape.com/../media/cache/ff/d4/ffd45d95f314555e20c923d3522adea7.jpg,http://books.toscrape.com/catalogue/../the-rise-of-theodore-roosevelt-theodore-roosevelt-1_276/index.html,Biography
In Her Wake,496,1,12.84,5,http://books.toscrape.com/../media/cache/5d/72/5d72709c6a7a9584a4d1cf07648bfce1.jpg,http://books.toscrape.com/catalogue/../in-her-wake_980/index.html,Thriller
The Elephant Tree,497,5,23.82,5,http://books.toscrape.com/../media/cache/5d/7e/5d7ecde8e81513eba8a64c9fe000744b.jpg,http://books.toscrape.com/catalogue/../the-elephant-tree_968/index.html,Thriller
Behind Closed Doors,498,4,52.22,5,http://books.toscrape.com/../media/cache/e1/5c/e15c289ba58cea38519e1281e859f0c1.jpg,http://books.toscrape.com/catalogue/../behind-closed-doors_962/index.html,Thriller
You (You #1),499,5,43.61,5,http://books.toscrape.com/../media/cache/d6/97/d697268540fa982f4dce39f61ed3a342.jpg,http://books.toscrape.com/catalogue/../you-you-1_784/index.html,Thriller
The Guilty (Will Robie #4),500,2,13.82,5,http://books.toscrape.com/../media/cache/76/de/76deee06ffe45e646c0113af01f4f401.jpg,http://books.toscrape.com/catalogue/../the-guilty-will-robie-4_750/index.html,Thriller
The 14th Colony (Cotton Malone #11),501,1,39.24,5,http://books.toscrape.com/../media/cache/d9/1a/d91aae72af6c1cb2c63163acabe7895c.jpg,http://books.toscrape.com/catalogue/../the-14th-colony-cotton-malone-11_744/index.html,Thriller
Give It Back,502,2,18.32,5,http://books.toscrape.com/../media/cache/8b/7c/8b7c73e075cc687b6890dc0dca9fcbcc.jpg,http://books.toscrape.com/catalogue/../give-it-back_430/index.html,Thriller
Killing Floor (Jack Reacher #1),503,4,31.49,5,http://books.toscrape.com/../media/cache/eb/e9/ebe9f06ccebf83d9853a846052b58fff.jpg,http://books.toscrape.com/catalogue/../killing-floor-jack-reacher-1_382/index.html,Thriller
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),504,3,59.71,5,http://books.toscrape.com/../media/cache/ee/d4/eed4d5d63d13f0aa86575c90f8ccacb7.jpg,http://books.toscrape.com/catalogue/../the-bone-hunters-lexy-vaughan-steven-macaulay-2_343/index.html,Thriller
Far From True (Promise Falls Trilogy #2),505,2,34.93,5,http://books.toscrape.com/../media/cache/87/54/8754267f27581996f93e8d94d3c04bf9.jpg,http://books.toscrape.com/catalogue/../far-from-true-promise-falls-trilogy-2_320/index.html,Thriller
The Travelers,506,1,15.77,5,http://books.toscrape.com/../media/cache/2a/a8/2aa8afd15f97617ab75f616766161cda.jpg,http://books.toscrape.com/catalogue/../the-travelers_285/index.html,Thriller
When We Collided,507,1,31.77,5,http://books.toscrape.com/../media/cache/08/04/08044269fc197645268a6197c57e6173.jpg,http://books.toscrape.com/catalogue/../when-we-collided_955/index.html,Contemporary
Someone Like You (The Harrisons #2),508,5,52.79,5,http://books.toscrape.com/../media/cache/e3/d0/e3d05227f3fc24f0e0c84ccebe108fb0.jpg,http://books.toscrape.com/catalogue/../someone-like-you-the-harrisons-2_735/index.html,Contemporary
We Are All Completely Beside Ourselves,509,1,24.04,5,http://books.toscrape.com/../media/cache/4d/18/4d1891e435c6692c864331c585e0d014.jpg,http://books.toscrape.com/catalogue/../we-are-all-completely-beside-ourselves_301/index.html,Contemporary
The Four Agreements: A Practical Guide to Personal Freedom,510,5,17.66,5,http://books.toscrape.com/../media/cache/0f/7e/0f7ee69495c0df1d35723f012624a9f8.jpg,http://books.toscrape.com/catalogue/../the-four-agreements-a-practical-guide-to-personal-freedom_970/index.html,Spirituality
The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,511,5,32.24,5,http://books.toscrape.com/../media/cache/96/db/96db61bb53930c560fb4c1c62b583816.jpg,http://books.toscrape.com/catalogue/../the-activists-tao-te-ching-ancient-advice-for-a-modern-revolution_928/index.html,Spirituality
Chasing Heaven: What Dying Taught Me About Living,512,2,37.8,5,http://books.toscrape.com/../media/cache/b7/6a/b76a73640d26b09c4a6f373b09050bed.jpg,http://books.toscrape.com/catalogue/../chasing-heaven-what-dying-taught-me-about-living_797/index.html,Spirituality
If I Gave You God's Phone Number....: Searching for Spirituality in America,513,1,20.91,5,http://books.toscrape.com/../media/cache/87/fe/87fe3f7f3f62c1b1b81890578c9cf294.jpg,http://books.toscrape.com/catalogue/../if-i-gave-you-gods-phone-number-searching-for-spirituality-in-america_564/index.html,Spirituality
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,514,2,46.33,5,http://books.toscrape.com/../media/cache/8b/10/8b102daec94d1ea9c6fc36dd3ec1c1fe.jpg,http://books.toscrape.com/catalogue/../unreasonable-hope-finding-faith-in-the-god-who-brings-purpose-to-your-pain_505/index.html,Spirituality
A New Earth: Awakening to Your Life's Purpose,515,5,55.65,5,http://books.toscrape.com/../media/cache/83/c8/83c834b3779be4e577c37ead6d2acf65.jpg,http://books.toscrape.com/catalogue/../a-new-earth-awakening-to-your-lifes-purpose_311/index.html,Spirituality
Logan Kade (Fallen Crest High #5.5),516,2,13.12,5,http://books.toscrape.com/../media/cache/d9/4e/d94e6206c2decd3acd9a61b2cbac7eaf.jpg,http://books.toscrape.com/catalogue/../logan-kade-fallen-crest-high-55_384/index.html,Academic
Online Marketing for Busy Authors: A Step-By-Step Guide,517,1,46.35,5,http://books.toscrape.com/../media/cache/ea/9b/ea9b2cb8abbb317402e618445bade1e1.jpg,http://books.toscrape.com/catalogue/../online-marketing-for-busy-authors-a-step-by-step-guide_913/index.html,Self Help
How to Be Miserable: 40 Strategies You Already Use,518,1,46.03,5,http://books.toscrape.com/../media/cache/da/8b/da8bc9b824dd3f446ef63e438ddbfc85.jpg,http://books.toscrape.com/catalogue/../how-to-be-miserable-40-strategies-you-already-use_897/index.html,Self Help
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",519,3,52.15,5,http://books.toscrape.com/../media/cache/9c/da/9cda4893c7fce0c1c8eaa34fb092aa04.jpg,http://books.toscrape.com/catalogue/../overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/index.html,Self Help
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,520,3,12.08,5,http://books.toscrape.com/../media/cache/9e/15/9e15d7add5090ff2a17bd71ac96aa55a.jpg,http://books.toscrape.com/catalogue/../you-are-a-badass-how-to-stop-doubting-your-greatness-and-start-living-an-awesome-life_508/index.html,Self Help
How to Stop Worrying and Start Living,521,5,46.49,5,http://books.toscrape.com/../media/cache/4f/08/4f08f7948770912e4e340e10caa604cb.jpg,http://books.toscrape.com/catalogue/../how-to-stop-worrying-and-start-living_431/index.html,Self Help
All the Light We Cannot See,522,5,29.87,5,http://books.toscrape.com/../media/cache/41/c3/41c37f7f0e03ee1144dd6fa89483b5d9.jpg,http://books.toscrape.com/catalogue/../all-the-light-we-cannot-see_660/index.html,Historical
The Girl You Left Behind (The Girl You Left Behind #1),523,1,15.79,5,http://books.toscrape.com/../media/cache/d0/b6/d0b6d59c0662dcbd15d47add40af1ebd.jpg,http://books.toscrape.com/catalogue/../the-girl-you-left-behind-the-girl-you-left-behind-1_443/index.html,Historical
(Un)Qualified: How God Uses Broken People to Do Big Things,524,5,54.0,5,http://books.toscrape.com/../media/cache/cd/db/cddb3eb483ef11a088d519205b7098fb.jpg,http://books.toscrape.com/catalogue/../unqualified-how-god-uses-broken-people-to-do-big-things_873/index.html,Christian
Crazy Love: Overwhelmed by a Relentless God,525,2,47.72,5,http://books.toscrape.com/../media/cache/03/f1/03f1e337afadba35687672b5625a9757.jpg,http://books.toscrape.com/catalogue/../crazy-love-overwhelmed-by-a-relentless-god_682/index.html,Christian
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,526,1,25.77,5,http://books.toscrape.com/../media/cache/a2/f5/a2f5b5fd4421d56d37c73a7fb29f5f40.jpg,http://books.toscrape.com/catalogue/../blue-like-jazz-nonreligious-thoughts-on-christian-spirituality_461/index.html,Christian
Silence in the Dark (Logan Point #4),527,3,58.33,5,http://books.toscrape.com/../media/cache/bb/1c/bb1c91883579f1f99fe6ebf13b92c1c1.jpg,http://books.toscrape.com/catalogue/../silence-in-the-dark-logan-point-4_542/index.html,Suspense
The Grownup,528,1,35.88,5,http://books.toscrape.com/../media/cache/f4/cb/f4cb1f9c7280bf1fd05fe33d2816080f.jpg,http://books.toscrape.com/catalogue/../the-grownup_546/index.html,Short Stories
Suzie Snowflake: One beautiful flake (a self-esteem story),529,5,54.81,5,http://books.toscrape.com/../media/cache/db/cc/dbcc9d63b73ce9058d53f36465dbe2b2.jpg,http://books.toscrape.com/catalogue/../suzie-snowflake-one-beautiful-flake-a-self-esteem-story_568/index.html,Novels
"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",530,3,49.05,5,http://books.toscrape.com/../media/cache/ee/3e/ee3e219d23e73ba71c79b700f183aaed.jpg,http://books.toscrape.com/catalogue/../the-bulletproof-diet-lose-up-to-a-pound-a-day-reclaim-energy-and-focus-upgrade-your-life_931/index.html,Health
"Eat Fat, Get Thin",531,2,54.07,5,http://books.toscrape.com/../media/cache/62/3f/623f8e7f7432ce744f4318aae8166ce4.jpg,http://books.toscrape.com/catalogue/../eat-fat-get-thin_688/index.html,Health
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,532,5,49.71,5,http://books.toscrape.com/../media/cache/23/c2/23c2108ae81327c7f3fb0721976cba5e.jpg,http://books.toscrape.com/catalogue/../10-day-green-smoothie-cleanse-lose-up-to-15-pounds-in-10-days_581/index.html,Health
The Art and Science of Low Carbohydrate Living,533,5,52.98,5,http://books.toscrape.com/../media/cache/4b/d4/4bd43108fb070ad8ebba9cdb00b14069.jpg,http://books.toscrape.com/catalogue/../the-art-and-science-of-low-carbohydrate-living_570/index.html,Health
Libertarianism for Beginners,534,2,51.33,5,http://books.toscrape.com/../media/cache/0b/bc/0bbcd0a6f4bcd81ccb1049a52736406e.jpg,http://books.toscrape.com/catalogue/../libertarianism-for-beginners_982/index.html,Politics
Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,535,4,52.65,5,http://books.toscrape.com/../media/cache/db/1b/db1babd3c09b84da800b0e9897fe0097.jpg,http://books.toscrape.com/catalogue/../why-the-right-went-wrong-conservatism-from-goldwater-to-the-tea-party-and-beyond_781/index.html,Politics
Equal Is Unfair: America's Misguided Fight Against Income Inequality,536,1,56.86,5,http://books.toscrape.com/../media/cache/00/11/001153d2a22d889837efac1703e10a5e.jpg,http://books.toscrape.com/catalogue/../equal-is-unfair-americas-misguided-fight-against-income-inequality_617/index.html,Politics
Amid the Chaos,537,1,36.58,5,http://books.toscrape.com/../media/cache/52/46/524655fade1d9fe1475395a3eaff827a.jpg,http://books.toscrape.com/catalogue/../amid-the-chaos_788/index.html,Cultural
Dark Notes,538,5,19.19,5,http://books.toscrape.com/../media/cache/6e/4e/6e4e8f4f4abd94356a9be840e4681e65.jpg,http://books.toscrape.com/catalogue/../dark-notes_800/index.html,Erotica
The Long Shadow of Small Ghosts: Murder and Memory in an American City,539,1,10.97,5,http://books.toscrape.com/../media/cache/f2/e5/f2e51dd2b26600459f8eaeb6b9eecaa7.jpg,http://books.toscrape.com/catalogue/../the-long-shadow-of-small-ghosts-murder-and-memory-in-an-american-city_848/index.html,Crime
